# Time-averaged data for fix cold1
# TimeStep f_Cold
961000 522.892
962000 522.725
963000 522.133
964000 521.121
965000 522.533
966000 522.014
967000 522.41
968000 523.106
969000 524.003
970000 525.927
971000 527.124
972000 527.271
973000 528.599
974000 529.043
975000 528.19
976000 528.81
977000 529.985
978000 530.046
979000 530.51
980000 531.607
981000 532.176
982000 532.781
983000 533.51
984000 533.9
985000 536.202
986000 534.76
987000 534.184
988000 534.745
989000 537.538
990000 537.203
991000 538.961
992000 538.234
993000 539.056
994000 539.874
995000 540.26
996000 541.172
997000 542.151
998000 541.685
999000 542.696
1000000 541.707
1001000 540.527
1002000 540.578
1003000 542.583
1004000 543.103
1005000 545.246
1006000 545.84
1007000 546.926
1008000 547.932
1009000 547.311
1010000 547.971
1011000 550.137
1012000 550.423
1013000 552.254
1014000 554.666
1015000 555.079
1016000 557.256
1017000 554.684
1018000 554.282
1019000 555.827
1020000 558.068
1021000 559.228
1022000 557.059
1023000 558.724
1024000 560.269
1025000 561.9
1026000 562.825
1027000 563.209
1028000 564.165
1029000 564.419
1030000 565.116
1031000 564.799
1032000 566.208
1033000 567.078
1034000 568.091
1035000 569.378
1036000 568.364
1037000 567.507
1038000 568.707
1039000 570.211
1040000 571.637
1041000 572.569
1042000 573.739
1043000 574.41
1044000 574.651
1045000 574.472
1046000 575.309
1047000 575.052
1048000 576.22
1049000 577.002
1050000 575.982
1051000 578.19
1052000 579.019
1053000 579.124
1054000 578.953
1055000 580.041
1056000 580.609
1057000 583.692
1058000 583.331
1059000 585.349
1060000 585.596
1061000 587.879
1062000 587.172
1063000 588.378
1064000 589.275
1065000 590.343
1066000 590.866
1067000 589.652
1068000 591.343
1069000 592.369
1070000 592.434
1071000 593.825
1072000 594.456
1073000 595.077
1074000 595.504
1075000 594.712
1076000 596.137
1077000 596.858
1078000 597.875
1079000 598.031
1080000 598.563
1081000 598.145
1082000 599.281
1083000 597.922
1084000 598.689
1085000 598.532
1086000 599.315
1087000 601.373
1088000 600.925
1089000 601.992
1090000 602.25
1091000 602.96
1092000 603.482
1093000 604.796
1094000 605.192
1095000 605.436
1096000 607.317
1097000 606.781
1098000 607.593
1099000 608.25
1100000 608.576
1101000 608.828
1102000 607.918
1103000 609.878
1104000 609.948
1105000 609.582
1106000 610.634
1107000 612.585
1108000 611.702
1109000 612.572
1110000 614.124
1111000 615.187
1112000 615.625
1113000 618.096
1114000 616.506
1115000 614.588
1116000 615.576
1117000 615.6
1118000 616.913
1119000 618.213
1120000 618.111
1121000 619.916
1122000 620.535
1123000 620.011
1124000 621.001
1125000 622.298
1126000 621.632
1127000 623.762
1128000 625.246
1129000 625.614
1130000 624.424
1131000 626.98
1132000 627.016
1133000 628.467
1134000 631.095
1135000 631.41
1136000 631.117
1137000 631.46
1138000 631.168
1139000 632.284
1140000 632.748
1141000 633.576
1142000 636.837
1143000 637.808
1144000 639.427
1145000 639.625
1146000 640.202
1147000 642.192
1148000 642.697
1149000 643.576
1150000 644.094
1151000 644.294
1152000 643.466
1153000 643.526
1154000 645.123
1155000 645.109
1156000 647.564
1157000 647.679
1158000 647.318
1159000 648.49
1160000 649.482
1161000 651.627
1162000 650.301
1163000 651.814
1164000 652.842
1165000 654.055
1166000 654.099
1167000 654.239
1168000 655.909
1169000 658.104
1170000 657.105
1171000 656.429
1172000 657.874
1173000 657.431
1174000 658.469
1175000 658.132
1176000 657.539
1177000 659.456
1178000 659.965
1179000 659.76
1180000 658.245
1181000 659.615
1182000 661.172
1183000 661.759
1184000 662.195
1185000 662.15
1186000 662.593
