# Time-averaged data for fix hot1
# TimeStep f_Hot
1233000 -682.265
1234000 -683.675
1235000 -683.186
1236000 -683.662
1237000 -685.547
1238000 -686.086
1239000 -687.501
1240000 -686.961
1241000 -688.358
1242000 -688.028
1243000 -688.982
1244000 -690.063
1245000 -691.765
1246000 -693.435
1247000 -693.104
1248000 -692.445
1249000 -693.166
1250000 -693.488
1251000 -694.317
1252000 -693.746
1253000 -694.374
1254000 -695.995
1255000 -696.395
1256000 -696.721
1257000 -697.761
1258000 -696.872
1259000 -698.027
1260000 -698.931
1261000 -699.745
1262000 -700.033
1263000 -700.987
1264000 -700.689
1265000 -701.765
1266000 -702.068
1267000 -702.257
1268000 -704.09
1269000 -705.163
1270000 -705.587
1271000 -705.218
1272000 -704.927
1273000 -705.829
1274000 -706.825
1275000 -708.359
1276000 -706.963
1277000 -708.063
1278000 -710.722
1279000 -712.549
1280000 -713.244
1281000 -712.755
1282000 -713.306
1283000 -714.545
1284000 -715.724
1285000 -717.016
1286000 -717.984
1287000 -718.367
1288000 -718.5
1289000 -719.823
1290000 -720.345
1291000 -721.274
1292000 -722.02
1293000 -723.134
1294000 -724.485
1295000 -725.697
1296000 -726.546
1297000 -726.524
1298000 -726.479
1299000 -726.331
1300000 -726.532
1301000 -727.134
1302000 -727.527
1303000 -729.239
1304000 -728.629
1305000 -728.848
1306000 -728.902
1307000 -729.407
1308000 -730.807
1309000 -731.213
1310000 -731.495
1311000 -732.609
1312000 -733.621
1313000 -733.7
1314000 -734.335
1315000 -735.285
1316000 -735.496
1317000 -736.189
1318000 -736.457
1319000 -736.46
1320000 -737.977
1321000 -738.523
1322000 -737.99
1323000 -738.567
1324000 -739.067
1325000 -739.621
1326000 -739.636
1327000 -739.687
1328000 -741.088
1329000 -739.535
1330000 -740.998
1331000 -740.711
1332000 -739.805
1333000 -740.328
1334000 -740.667
1335000 -740.647
1336000 -742.717
1337000 -742.94
1338000 -742.65
1339000 -742.834
1340000 -743.268
1341000 -743.953
1342000 -744.11
1343000 -745.037
1344000 -745.553
1345000 -748.773
1346000 -749.468
1347000 -750.157
1348000 -750.417
1349000 -751.383
1350000 -751.501
1351000 -751.55
1352000 -752.771
1353000 -752.768
1354000 -753.299
1355000 -753.578
1356000 -754.522
1357000 -754.302
1358000 -753.749
1359000 -753.94
1360000 -755.742
1361000 -756.855
1362000 -756.62
1363000 -756.522
1364000 -757.333
1365000 -757.503
1366000 -757.514
1367000 -758.528
1368000 -758.658
1369000 -759.694
1370000 -761.542
1371000 -763.673
1372000 -763.214
1373000 -763.948
1374000 -764.474
1375000 -765.754
1376000 -767.2
1377000 -768.138
1378000 -769.084
1379000 -769.925
1380000 -771.177
1381000 -772.255
1382000 -773.771
1383000 -774.333
1384000 -773.937
1385000 -775.018
1386000 -774.74
1387000 -774.313
1388000 -775.875
1389000 -776.294
1390000 -776.576
1391000 -777.851
1392000 -778.902
1393000 -779.945
1394000 -780.125
1395000 -780.974
1396000 -781.825
1397000 -781.987
1398000 -783.255
1399000 -784.354
1400000 -785.014
1401000 -785.159
1402000 -785.562
1403000 -787.675
1404000 -787.544
1405000 -788.355
1406000 -788.101
1407000 -790.169
1408000 -791.887
1409000 -792.586
1410000 -792.988
1411000 -793.398
1412000 -794.485
1413000 -794.117
1414000 -794.654
1415000 -796.18
1416000 -795.692
1417000 -794.947
1418000 -795.191
1419000 -796.403
1420000 -796.731
1421000 -797.406
1422000 -797.809
1423000 -798.381
1424000 -800.131
1425000 -800.49
1426000 -800.767
1427000 -801.344
1428000 -801.722
1429000 -802.632
1430000 -802.307
1431000 -802.761
1432000 -803.332
1433000 -802.679
1434000 -803.274
1435000 -803.092
1436000 -803.837
1437000 -805.777
1438000 -806.371
1439000 -807.499
1440000 -808.687
1441000 -809.411
1442000 -809.949
1443000 -810.088
1444000 -810.409
1445000 -811.388
1446000 -812.095
1447000 -811.825
1448000 -811.317
1449000 -813.655
1450000 -813.397
1451000 -814.582
1452000 -815.942
1453000 -816.418
1454000 -816.399
1455000 -816.644
1456000 -817.374
1457000 -818.834
1458000 -818.764
1459000 -819.577
1460000 -820.877
1461000 -822.042
1462000 -822.901
1463000 -823.012
1464000 -824.618
1465000 -824.042
1466000 -823.869
1467000 -823.311
1468000 -824.119
1469000 -824.323
1470000 -824.526
1471000 -825.035
1472000 -825.529
1473000 -826.045
1474000 -826.074
1475000 -826.673
1476000 -828.93
1477000 -830.859
1478000 -830.411
1479000 -831.295
1480000 -832.196
1481000 -833.373
1482000 -832.652
1483000 -833.317
1484000 -833.167
1485000 -833.432
1486000 -835.223
1487000 -836.232
1488000 -836.851
1489000 -837.645
1490000 -837.659
1491000 -838.496
1492000 -838.429
1493000 -839.23
1494000 -839.351
1495000 -840.379
1496000 -841.195
1497000 -842.855
1498000 -843.676
1499000 -843.832
1500000 -843.324
1501000 -844.696
1502000 -845.636
1503000 -846.042
1504000 -848.288
1505000 -849.824
1506000 -850.158
1507000 -849.899
1508000 -851.923
1509000 -851.655
1510000 -851.823
1511000 -852.838
1512000 -852.664
1513000 -852.53
1514000 -853.58
1515000 -854.193
1516000 -856.019
1517000 -855.989
1518000 -856.378
1519000 -856.802
1520000 -858.053
1521000 -859.129
1522000 -859.022
1523000 -860.71
1524000 -861.604
1525000 -862.714
1526000 -862.775
1527000 -862.114
1528000 -864.186
1529000 -864.46
1530000 -865.86
1531000 -866.534
1532000 -866.429
1533000 -866.217
1534000 -867.114
1535000 -867.382
1536000 -867.405
1537000 -868.451
1538000 -868.814
