# LAMMPS data file written by OVITO Basic 3.8.4

7985 atoms
15 atom types

1.646173912 127.125171138 xlo xhi
1.358566429 72.987545839 ylo yhi
-16.92351543 40.20375267 zlo zhi

Masses

1 195.078  # Pt
2 78.96  # Se1
3 78.96  # Se2
4 195.078  # Pt
5 78.96  # Se1
6 78.96  # Se2
7 195.078  # Pt
8 78.96  # Se1
9 78.96  # Se2
10 195.078  # Pt
11 78.96  # Se1
12 78.96  # Se2
13 195.078  # Pt
14 78.96  # Se1
15 78.96  # Se2


Atoms  # atomic

1	1	6.438518334	3.717277558	3.40E-05	0	0	0
2	6	5.365482448	1.858676864	4.396678737	0	0	0
3	6	4.292372188	3.717310725	1.423390713	0	0	0
4	6	2.146188942	3.717322624	4.396664104	0	0	0
5	1	3.219206965	1.858645746	1.92E-05	0	0	0
6	3	2.146270931	3.717338356	-1.423429965	0	0	0
7	3	31.11973847	5.575964952	-1.423419638	0	0	0
8	3	27.90049072	7.434615141	-1.423431092	0	0	0
9	3	5.365468765	5.575915646	-1.423388135	0	0	0
10	3	8.584739802	7.434604359	-1.423431511	0	0	0
11	3	24.68117613	9.293266091	-1.423377621	0	0	0
12	3	21.46186022	11.15192712	-1.423401674	0	0	0
13	3	31.11972635	9.293287613	-1.423396301	0	0	0
14	3	27.90044402	11.15192533	-1.423408245	0	0	0
15	3	5.365506758	9.29319328	-1.423396531	0	0	0
16	3	11.80399225	9.293279223	-1.42342482	0	0	0
17	3	8.584778458	11.15196168	-1.423435388	0	0	0
18	3	15.02333326	11.15191985	-1.423439011	0	0	0
19	3	24.68115809	13.01059773	-1.423423544	0	0	0
20	3	21.46188385	14.86924518	-1.423399733	0	0	0
21	3	31.11971705	13.01058033	-1.423413725	0	0	0
22	3	27.90043863	14.8692276	-1.423412259	0	0	0
23	3	11.80404399	13.01058646	-1.423396828	0	0	0
24	3	8.584850216	14.8691967	-1.423422189	0	0	0
25	3	18.24261409	13.01056977	-1.423412004	0	0	0
26	3	15.02330132	14.86922931	-1.423372728	0	0	0
27	3	24.68116642	16.7279157	-1.423406744	0	0	0
28	3	31.11972317	16.72787663	-1.423411912	0	0	0
29	3	11.80398649	16.72791613	-1.423402917	0	0	0
30	3	18.2425383	16.72789415	-1.423362825	0	0	0
31	3	24.68110099	1.858669408	-1.423398162	0	0	0
32	3	21.46188487	3.717310206	-1.423417451	0	0	0
33	3	31.11970594	1.858667142	-1.423400316	0	0	0
34	3	27.90044846	3.717325191	-1.423418583	0	0	0
35	3	5.365546899	1.858654228	-1.423348832	0	0	0
36	3	11.80402967	1.858649988	-1.423413944	0	0	0
37	3	8.584743257	3.717299333	-1.423410335	0	0	0
38	3	18.24258691	1.858665161	-1.423398538	0	0	0
39	3	15.02330961	3.717308386	-1.423413148	0	0	0
40	3	24.6811877	5.575968099	-1.423389971	0	0	0
41	3	21.46190373	7.434592165	-1.423400468	0	0	0
42	3	11.80403778	5.575957538	-1.423421604	0	0	0
43	3	18.24259855	5.575970176	-1.423417012	0	0	0
44	3	15.02331302	7.434606849	-1.423402903	0	0	0
45	3	18.24259454	9.29325281	-1.423411827	0	0	0
46	6	31.11973331	5.575952265	4.396658289	0	0	0
47	2	30.04664021	7.434632208	1.42340103	0	0	0
48	6	27.90044296	7.434612769	4.396671037	0	0	0
49	1	6.438526617	7.434599867	3.64E-05	0	0	0
50	6	5.365536713	5.575986031	4.396627411	0	0	0
51	2	4.292365049	7.434659142	1.423418178	0	0	0
52	1	3.219185603	5.575958229	8.56E-05	0	0	0
53	2	7.51169263	5.575966289	1.423431524	0	0	0
54	2	10.73094288	7.434609921	1.423396345	0	0	0
55	6	8.584799869	7.434598893	4.396665586	0	0	0
56	1	25.7542607	11.15188279	2.64E-07	0	0	0
57	6	24.68117907	9.293279993	4.396664896	0	0	0
58	2	23.60806439	11.15191121	1.423420775	0	0	0
59	6	21.46184209	11.15191982	4.396704213	0	0	0
60	2	26.82733374	9.293316972	1.423407026	0	0	0
61	6	31.11973406	9.293265208	4.396662245	0	0	0
62	2	30.04663529	11.15191944	1.423392195	0	0	0
63	6	27.90046103	11.15194015	4.396660907	0	0	0
64	1	28.97352396	9.293225414	5.97E-06	0	0	0
65	1	6.438565796	11.15193938	4.40E-05	0	0	0
66	6	5.365589574	9.293293162	4.396622133	0	0	0
67	1	12.87712663	11.151923	2.07E-06	0	0	0
68	2	7.511676343	9.293240549	1.423428035	0	0	0
69	6	11.80408344	9.29326061	4.396660947	0	0	0
70	2	10.73097736	11.15189204	1.423400724	0	0	0
71	6	8.584789099	11.15188292	4.396671498	0	0	0
72	1	9.657834051	9.293277788	-3.75E-05	0	0	0
73	2	13.95024023	9.293244743	1.423396839	0	0	0
74	2	17.16950288	11.15192086	1.423404012	0	0	0
75	6	15.02330468	11.15191765	4.396671272	0	0	0
76	6	18.24261758	13.01057793	4.396656545	0	0	0
77	1	25.75426156	14.86921828	1.18E-05	0	0	0
78	2	20.38879185	13.01058012	1.423387873	0	0	0
79	6	24.68117601	13.01055983	4.396679667	0	0	0
80	2	23.60805238	14.86923466	1.423401159	0	0	0
81	6	21.46186858	14.86924203	4.396679399	0	0	0
82	1	22.5349838	13.01056291	8.00E-06	0	0	0
83	2	26.82736076	13.01057791	1.423418772	0	0	0
84	6	31.1197372	13.01057917	4.396664791	0	0	0
85	2	30.04664443	14.86922641	1.423401552	0	0	0
86	6	27.90044782	14.8692255	4.396659204	0	0	0
87	1	28.9735359	13.01054984	-2.05E-06	0	0	0
88	1	12.87717808	14.86920015	-1.63E-05	0	0	0
89	2	7.511638533	13.01058884	1.423403985	0	0	0
90	6	11.80402186	13.01057219	4.396670743	0	0	0
91	2	10.73092967	14.86924173	1.423379708	0	0	0
92	6	8.584753354	14.86924447	4.396664748	0	0	0
93	1	9.657816647	13.01057012	4.54E-05	0	0	0
94	1	19.3156959	14.86919656	-3.05E-05	0	0	0
95	2	13.9501772	13.01058923	1.423377072	0	0	0
96	2	17.16947958	14.86923289	1.423418822	0	0	0
97	6	15.02331681	14.86923441	4.396670444	0	0	0
98	1	16.09641482	13.01057322	-2.37E-05	0	0	0
99	6	18.24260776	16.72789102	4.396652231	0	0	0
100	2	20.38879525	16.72790518	1.423402965	0	0	0
101	6	24.68114255	16.72787864	4.396679153	0	0	0
102	1	22.5349682	16.72784316	8.22E-06	0	0	0
103	2	26.82735637	16.7278685	1.423391917	0	0	0
