# Time-averaged data for fix 4
# TimeStep f_cold f_hot
1000 1.41055 -1.31019
2000 3.62204 -0.943931
3000 2.61716 -3.26122
4000 3.732 -3.82863
5000 3.7479 -4.81474
6000 4.64388 -4.39386
7000 5.97415 -3.40711
8000 5.99983 -3.28563
9000 5.33157 -6.11396
10000 5.47338 -5.99467
11000 6.28744 -7.65235
12000 7.01767 -9.33636
13000 7.88481 -10.5278
14000 9.66161 -11.502
15000 9.08697 -11.8816
16000 9.38232 -11.7834
17000 11.0945 -14.2178
18000 13.6199 -16.1533
19000 16.8192 -15.4495
20000 16.5763 -17.0282
21000 17.6243 -18.7203
22000 17.6946 -18.8053
23000 19.4717 -20.5439
24000 21.2407 -20.2791
25000 20.5949 -21.4395
26000 20.212 -21.2231
27000 20.912 -19.8977
28000 22.3204 -20.0242
29000 21.0358 -22.1274
30000 21.4522 -23.9399
31000 20.6869 -25.0299
32000 24.1066 -24.9407
33000 25.7045 -24.6835
34000 27.1679 -27.5924
35000 27.0686 -28.9893
36000 26.9055 -28.1011
37000 27.4429 -30.4043
38000 28.653 -32.5363
39000 27.6905 -31.8759
40000 29.2305 -33.8307
41000 29.9418 -34.8834
42000 31.4522 -36.1511
43000 31.0422 -38.0393
44000 31.1532 -37.2954
45000 30.7532 -40.3795
46000 33.0443 -39.3486
47000 33.4952 -40.8834
48000 34.4391 -41.5589
49000 34.5625 -43.5909
50000 35.2433 -44.9922
51000 35.8762 -46.4531
52000 38.6488 -46.3014
53000 40.3299 -48.0366
54000 41.0545 -48.0551
55000 42.5931 -50.0001
56000 41.9564 -49.9967
57000 42.2186 -48.4479
58000 44.1495 -48.7084
59000 43.5878 -49.6523
60000 43.2666 -49.6371
61000 45.4199 -49.8629
62000 44.9994 -51.1115
63000 46.4107 -51.9999
64000 45.726 -49.4857
65000 47.3436 -50.344
66000 47.9931 -52.0877
67000 50.1588 -54.3457
68000 50.604 -53.1932
69000 51.3927 -54.1681
70000 52.7877 -53.9685
71000 54.2804 -55.3683
72000 54.8139 -53.5025
73000 54.8551 -54.3039
74000 53.7614 -54.8688
75000 55.4824 -56.3666
76000 54.8938 -56.2822
77000 56.2664 -58.3952
78000 58.1172 -57.7654
79000 56.3021 -60.9825
80000 58.6332 -61.1293
81000 59.33 -62.1966
82000 60.3745 -64.2695
83000 60.5896 -63.0904
84000 61.082 -64.9538
85000 62.2723 -65.2074
86000 62.8869 -68.3147
87000 64.0975 -67.6872
88000 62.7679 -68.2686
89000 64.0974 -69.5353
90000 64.678 -69.087
91000 66.7471 -68.7899
92000 66.6263 -69.2729
93000 65.9893 -71.2963
94000 67.3384 -74.2147
95000 66.5396 -73.4166
96000 68.3306 -73.5245
97000 70.8079 -73.2736
98000 70.0362 -75.724
99000 70.7693 -75.7751
100000 69.2365 -77.3234
101000 69.3168 -78.6172
102000 70.3566 -79.798
103000 69.4063 -80.0643
104000 70.1008 -80.6111
105000 69.8109 -80.7812
106000 72.751 -80.3203
107000 73.944 -83.0434
108000 75.9778 -80.9297
109000 75.8636 -81.8666
110000 76.5225 -83.288
111000 79.3993 -82.8667
112000 80.337 -82.683
113000 81.8133 -83.5938
114000 82.8551 -84.1072
115000 81.4137 -85.3032
116000 81.5879 -86.6488
117000 83.128 -89.6447
118000 84.4983 -89.5233
119000 87.2455 -91.485
120000 86.6323 -93.3874
121000 88.2595 -94.3558
122000 88.6482 -95.2948
123000 89.6445 -94.373
124000 91.2418 -97.262
125000 92.0145 -99.3007
126000 92.803 -97.6673
127000 93.6451 -99.4534
128000 94.1037 -99.2722
129000 94.7408 -98.6335
130000 96.6401 -98.9287
131000 95.1291 -100.027
132000 96.9976 -100.812
133000 97.6842 -101.69
134000 96.9896 -104.305
135000 98.593 -104.85
136000 99.0216 -103.409
137000 99.8488 -105.215
138000 101.367 -106.268
