# Time-averaged data for fix 4
# TimeStep f_cold f_hot
635000 291.238 -294.661
636000 290.752 -294.058
637000 291.634 -294.5
638000 292.672 -294.467
639000 291.503 -294.478
640000 291.296 -295.295
641000 293.99 -297.02
642000 294.078 -296.917
643000 294.58 -297.209
644000 295.686 -297.542
645000 295.314 -297.887
646000 296.171 -298.438
647000 296.515 -298.836
648000 298.264 -298.186
649000 298.599 -298.697
650000 298.406 -298.664
651000 299.116 -300.901
652000 299.595 -299.313
653000 299.425 -300.792
654000 298.691 -301.073
655000 300.309 -302.618
656000 300.486 -302.138
657000 300.732 -303.12
658000 300.611 -303.232
659000 299.781 -304.065
660000 300.866 -303.382
661000 301.148 -303.935
662000 301.198 -304.966
663000 300.623 -306.965
664000 302.019 -308.401
665000 302.306 -308.924
666000 301.694 -309.603
667000 303.058 -309.196
668000 304.129 -309.43
669000 305.666 -310.744
670000 304.744 -310.403
671000 306.598 -311.941
672000 306.001 -312.624
673000 307.146 -313.539
674000 307.093 -313.274
675000 307.894 -314.231
676000 309.9 -314.527
677000 309.739 -315.962
678000 311.019 -315.033
679000 310.73 -315.593
680000 309.878 -316.83
681000 310.924 -316.803
682000 311.122 -317.789
683000 312.704 -318.366
684000 312.981 -318.039
685000 313.303 -318.929
686000 314.214 -319.586
687000 315.708 -319.11
688000 316.519 -320.24
689000 315.931 -320.547
690000 316.348 -320.593
691000 318.021 -321.521
692000 317.665 -320.31
693000 316.853 -321.029
694000 317.166 -322.243
695000 318.365 -322.058
696000 318.782 -322.089
697000 319.092 -324.01
698000 319.462 -324.589
699000 319.594 -325.403
700000 319.223 -326.165
701000 318.011 -325.191
702000 318.802 -327.238
703000 320.616 -328.69
704000 320.843 -329.849
705000 322.128 -330.544
706000 321.362 -330.092
707000 321.211 -331.59
708000 321.296 -331.616
709000 322.636 -331.521
710000 323.194 -333.502
711000 325.036 -333.881
712000 324.82 -334.264
713000 325.75 -334.251
714000 326.425 -334.965
715000 328.098 -336.434
716000 328.348 -335.856
717000 330.467 -336.282
718000 329.288 -337.485
719000 330.252 -338.614
720000 330.189 -338.121
721000 330.048 -339.035
722000 331.251 -341.474
723000 330.989 -341.465
724000 333.318 -340.911
725000 331.731 -342.574
726000 333.734 -342.692
727000 333.02 -342.149
728000 332.216 -343.016
729000 333.824 -343.771
730000 332.962 -343.94
731000 331.813 -345.313
732000 332.641 -345.534
733000 335.379 -345.999
734000 335.458 -344.903
735000 333.953 -346.73
736000 336.14 -347.67
737000 336.838 -348.182
738000 336.924 -348.428
739000 337.608 -348.343
740000 337.589 -349.348
741000 339.273 -349.632
742000 338.02 -350.005
743000 338.916 -349.167
744000 338.578 -348.223
745000 338.789 -348.678
746000 339.4 -349.104
747000 339.641 -348.356
748000 339.53 -348.918
749000 341.787 -350.432
750000 341.6 -350.665
751000 342.565 -350.542
752000 343.829 -350.233
753000 345.232 -350.261
754000 345.768 -350.989
755000 345.407 -351.445
756000 346.61 -350.402
757000 345.821 -351.739
758000 347.327 -352.74
759000 347.65 -353.194
760000 347.803 -354.379
761000 348.889 -355.396
762000 348.857 -353.376
763000 349.081 -353.703
764000 350.404 -353.983
765000 352.119 -354.633
766000 351.81 -354.987
767000 352.567 -356.268
768000 351.698 -356.999
769000 352.626 -357.849
770000 352.494 -356.92
771000 354.106 -358.838
772000 354.845 -358.463
773000 354.304 -360.228
774000 354.904 -359.417
775000 355.112 -360.49
776000 356.812 -361.557
777000 357.512 -362.595
778000 358.142 -362.143
779000 358.011 -363.076
780000 359.19 -364.259
781000 359.201 -365.192
782000 359.076 -365.396
783000 360.888 -365.972
784000 360.089 -366.009
785000 360.198 -365.186
786000 358.888 -366.138
787000 359.307 -368.056
788000 361.195 -367.925
789000 360.686 -367.049
790000 362.534 -368.329
791000 362.763 -368.138
792000 363.577 -368.71
793000 363.805 -370.918
794000 364.662 -369.59
795000 364.545 -371.156
796000 365.011 -370.623
797000 365.213 -370.819
798000 365.172 -372.536
799000 365.646 -372.435
800000 365.872 -372.204
801000 365.646 -374.123
802000 366.529 -373.607
803000 367.707 -374.279
804000 366.367 -374.827
805000 367.909 -374.826
806000 368.129 -373.989
807000 368.328 -375.093
808000 369.025 -376.057
809000 370.12 -378.981
810000 370.82 -378.154
811000 371.282 -377.989
812000 369.945 -377.835
813000 369.574 -378.565
814000 368.298 -378.705
815000 370.62 -378.089
816000 371.225 -379.276
817000 371.63 -380.043
818000 372.067 -380.729
819000 372.079 -383.383
820000 374.539 -383.183
821000 374.648 -383.72
822000 375.623 -384.568
823000 376.303 -383.738
824000 374.768 -383.348
825000 376.06 -385.679
826000 375.927 -385.935
827000 377.561 -386.987
828000 379.544 -387.226
829000 379.212 -385.636
830000 379.512 -387.272
831000 381.107 -387.858
832000 381.051 -387.631
833000 380.443 -388.206
834000 382.226 -388.031
835000 382.118 -388.748
836000 382.836 -389.343
837000 383.759 -389.723
838000 384.779 -390.245
839000 384.582 -391.28
840000 385.521 -390.173
841000 385.745 -390.286
842000 386.572 -391.134
843000 386.084 -390.57
844000 386.538 -390.274
845000 386.349 -391.458
846000 386.787 -391.583
847000 387.141 -391.348
848000 388.304 -392.872
849000 387.145 -393.197
850000 386.285 -394.384
851000 387.65 -393.866
852000 387.951 -393.625
853000 388.998 -395.477
854000 389.058 -396.152
855000 389.349 -394.978
856000 389.303 -395.869
857000 389.508 -397.618
858000 390.928 -398.798
859000 391.782 -399.298
860000 392.397 -400.477
861000 392.327 -399.009
862000 393.894 -399.11
863000 393.69 -400.897
864000 395.48 -400.208
865000 395.068 -400.708
866000 393.955 -401.176
867000 394.921 -399.839
868000 395.484 -401.378
869000 396.918 -402.79
870000 397.54 -403.515
871000 397.732 -403.904
872000 398.366 -405.988
873000 398.98 -405.434
874000 399.806 -403.65
875000 398.544 -404.995
876000 399.928 -404.309
877000 400.128 -406.629
878000 401.006 -407.506
879000 401.975 -408.164
880000 403.363 -407.673
881000 402.592 -406.768
882000 401.907 -406.286
883000 401.143 -408.493
884000 403.005 -408.61
885000 403.669 -408.24
886000 404.452 -409.948
887000 404.809 -408.325
888000 405.14 -409.355
889000 405.813 -409.831
890000 408.681 -411.173
891000 407.135 -411.952
892000 407.169 -414.192
893000 408.669 -413.49
894000 409.085 -413.602
895000 409.653 -413.039
896000 409.759 -413.782
897000 409.177 -413.637
898000 410.918 -414.298
899000 410.326 -416.182
900000 411.977 -415.192
901000 412.875 -415.581
902000 414.179 -415.386
903000 414.515 -416.171
904000 414.717 -416.166
905000 416.845 -415.569
906000 416.554 -418.139
907000 416.843 -417.813
908000 418.258 -418.22
909000 418.151 -418.841
910000 418.472 -420.179
911000 419.842 -420.372
912000 420.345 -421.606
913000 420.451 -422.086
914000 420.347 -422.338
915000 420.662 -422.558
916000 419.703 -422.993
