# Time-averaged data for fix hot1
# TimeStep f_Hot
1000 0.0769654
2000 -1.00912
3000 -2.37924
4000 -1.94509
5000 -1.57003
6000 -2.40269
7000 -2.60213
8000 -2.19079
9000 -2.45898
10000 -3.68873
11000 -4.95101
12000 -6.31468
13000 -6.50276
14000 -6.91769
15000 -7.04069
16000 -7.9872
17000 -9.40798
18000 -10.707
19000 -10.1711
20000 -10.5086
21000 -12.3815
22000 -14.0403
23000 -13.5873
24000 -14.2046
25000 -13.6434
26000 -14.579
27000 -15.5943
28000 -16.9731
29000 -18.0557
30000 -17.7051
31000 -18.2296
32000 -19.6213
33000 -19.4878
34000 -20.5929
35000 -20.9813
36000 -21.7204
37000 -22.496
38000 -23.0583
39000 -23.7184
40000 -23.623
41000 -24.4161
42000 -25.2877
43000 -26.7533
44000 -27.0273
45000 -27.132
46000 -26.1447
47000 -26.6409
48000 -26.4372
49000 -27.9658
50000 -28.5135
51000 -29.2642
52000 -31.0219
53000 -30.4446
54000 -31.5092
55000 -33.1799
56000 -34.6126
57000 -34.4112
58000 -34.0829
59000 -34.4368
60000 -33.9461
61000 -35.3835
62000 -36.3492
63000 -37.8084
64000 -37.3507
65000 -37.9438
66000 -38.3713
67000 -39.7389
68000 -41.52
69000 -40.8494
70000 -41.2489
71000 -41.5462
72000 -41.7404
73000 -41.9332
74000 -42.1932
75000 -41.8816
76000 -42.3323
77000 -42.4561
78000 -43.0645
79000 -42.9353
80000 -44.4659
81000 -44.4533
82000 -45.8351
83000 -45.822
84000 -47.1707
85000 -47.3452
86000 -47.5841
87000 -48.5052
88000 -48.2416
89000 -49.5782
90000 -50.311
91000 -51.9804
92000 -51.9471
93000 -51.4885
94000 -52.2681
95000 -53.2818
96000 -53.0535
97000 -54.0292
98000 -56.1914
99000 -56.1192
100000 -56.7457
101000 -59.2547
102000 -59.9242
103000 -61.0827
104000 -62.5785
105000 -64.6275
106000 -65.0143
107000 -64.726
108000 -65.1447
109000 -65.7354
110000 -66.0155
111000 -65.2044
112000 -66.3277
113000 -66.6103
114000 -67.7502
115000 -68.9552
116000 -67.1735
117000 -67.461
118000 -68.7023
119000 -69.2613
120000 -68.3303
121000 -70.5151
122000 -70.5617
123000 -72.2741
124000 -74.6226
125000 -74.4408
126000 -75.7319
127000 -77.0385
128000 -77.4415
129000 -76.8637
130000 -77.8654
131000 -77.8272
132000 -79.4423
133000 -79.9907
134000 -80.1196
135000 -79.3366
136000 -80.682
137000 -81.4516
138000 -82.3246
139000 -81.3534
140000 -82.5071
141000 -83.7331
142000 -83.9468
143000 -84.224
144000 -84.2298
145000 -84.0844
146000 -83.9127
147000 -84.7136
148000 -84.7569
149000 -85.247
150000 -85.4184
151000 -86.1203
152000 -87.7126
153000 -86.6367
154000 -88.7772
155000 -89.0288
156000 -89.8035
157000 -90.0739
158000 -89.9209
159000 -91.6121
160000 -92.5824
161000 -92.109
162000 -92.8508
163000 -94.4536
164000 -94.6784
165000 -95.8921
166000 -96.6239
167000 -97.4078
168000 -98.6046
169000 -99.4539
170000 -99.8869
171000 -101.182
172000 -101.57
173000 -101.832
174000 -102.342
175000 -102.269
176000 -102.954
177000 -103.348
178000 -102.815
179000 -103.384
180000 -103.641
181000 -104.303
182000 -104.1
183000 -104.51
184000 -105.117
185000 -106.344
186000 -107.329
187000 -107.114
188000 -107.554
189000 -108.884
190000 -110.827
191000 -112.564
192000 -112.601
193000 -113.533
194000 -114.042
195000 -115.803
196000 -116.23
197000 -117.07
198000 -116.965
199000 -116.014
200000 -116.58
201000 -116.468
202000 -118.44
203000 -118.303
204000 -118.175
205000 -118.872
206000 -118.777
207000 -119.539
208000 -120.968
209000 -121.572
210000 -122.403
211000 -122.021
212000 -123.397
213000 -124.505
214000 -124.935
215000 -125.229
216000 -126.285
217000 -126.693
218000 -126.406
219000 -126.552
220000 -126.706
221000 -127.371
222000 -127.353
223000 -127.745
224000 -128.639
225000 -127.737
226000 -128.556
227000 -129.236
228000 -129.259
229000 -131.125
230000 -131.131
231000 -131.933
232000 -133.334
233000 -132.812
234000 -133.071
235000 -133.407
236000 -134.524
237000 -135.627
238000 -135.509
239000 -135.496
240000 -135.274
241000 -135.937
242000 -136.988
243000 -136.283
244000 -136.816
245000 -135.97
246000 -138.013
247000 -137.264
248000 -137.757
249000 -138.176
250000 -139.594
251000 -140.798
252000 -139.992
253000 -139.526
254000 -139.772
255000 -140.657
256000 -140.051
257000 -140.892
258000 -141.25
259000 -141.035
260000 -142.552
261000 -142.46
262000 -143.305
263000 -144.063
264000 -144.786
265000 -145.969
266000 -146.8
267000 -146.536
268000 -147.35
269000 -146.511
270000 -146.786
271000 -146.152
272000 -147.259
273000 -148.242
274000 -148.111
275000 -148.727
276000 -148.505
277000 -149.126
278000 -149.874
279000 -149.549
280000 -149.608
281000 -151.015
282000 -151.838
283000 -153.1
284000 -152.954
285000 -153.074
286000 -153.861
287000 -154.894
288000 -155.958
289000 -156.478
290000 -156.85
291000 -158.419
292000 -157.749
293000 -158.932
294000 -159.361
295000 -158.989
296000 -161.252
297000 -160.176
298000 -159.824
299000 -160.359
300000 -161.943
301000 -162.674
302000 -163.805
303000 -164.354
304000 -164.334
305000 -164.245
306000 -166.168
307000 -166.531
308000 -167.86
309000 -166.94
