# Time-averaged data for fix cold1
# TimeStep f_Cold
1000 0.697598
2000 2.9725
3000 3.15677
4000 4.35191
5000 4.5619
6000 4.9958
7000 4.81664
8000 3.87896
9000 4.77581
10000 5.91877
11000 5.11555
12000 5.71907
13000 5.92896
14000 6.51167
15000 6.56938
16000 6.47429
17000 6.5777
18000 7.41787
19000 8.18316
20000 7.49972
21000 10.5114
22000 11.6111
23000 11.1122
24000 12.4072
25000 12.1778
26000 13.9589
27000 14.5396
28000 13.5518
29000 14.5063
30000 14.4974
31000 14.0476
32000 15.1477
33000 14.4001
34000 15.8109
35000 15.2314
36000 17.3251
37000 17.8824
38000 17.1873
39000 18.5315
40000 19.479
41000 20.2102
42000 21.205
43000 22.209
44000 22.1625
45000 22.4758
46000 23.2536
47000 22.2093
48000 22.3774
49000 22.1074
50000 22.7956
51000 21.6943
52000 23.2325
53000 24.9613
54000 25.0235
55000 25.3978
56000 25.5264
57000 26.3587
58000 27.7235
59000 27.9613
60000 26.8415
61000 27.7594
62000 27.6295
63000 29.0595
64000 29.8917
65000 32.4591
66000 33.6363
67000 34.6173
68000 34.5617
69000 33.4967
70000 34.032
71000 34.2444
72000 35.4792
73000 35.6476
74000 38.4586
75000 39.1272
76000 39.3482
77000 40.0181
78000 39.4733
79000 38.836
80000 39.0988
81000 38.7594
82000 40.0507
83000 41.6259
84000 40.9344
85000 41.0222
86000 41.2767
87000 42.2847
88000 42.6528
89000 42.9457
90000 43.7423
91000 45.359
92000 45.2336
93000 45.8348
94000 47.8888
95000 48.184
96000 49.3437
97000 49.8541
98000 51.0882
99000 51.5157
100000 50.9115
101000 53.5746
102000 53.9824
103000 54.3988
104000 55.2233
105000 56.2636
106000 57.2623
107000 58.1104
108000 59.5467
109000 59.262
110000 58.5765
111000 61.1868
112000 61.711
113000 61.4297
114000 61.0508
115000 59.8428
116000 59.8648
117000 60.9372
118000 58.4774
119000 58.7697
120000 61.1372
121000 60.964
122000 60.6984
123000 62.3175
124000 62.9322
125000 64.1897
126000 65.0917
127000 67.1042
128000 66.8848
129000 67.9053
130000 67.5613
131000 68.7429
132000 69.6814
133000 71.7865
134000 72.3841
135000 71.0559
136000 72.8895
137000 74.4906
138000 74.6656
139000 75.502
140000 75.5555
141000 75.0177
142000 74.8515
143000 76.854
144000 77.5999
145000 77.5142
146000 79.5055
147000 80.202
148000 80.9882
149000 81.0899
150000 82.0341
151000 81.4171
152000 80.9695
153000 80.5577
154000 80.9532
155000 82.4579
156000 83.9314
157000 85.4937
158000 85.9706
159000 86.4125
160000 87.8087
161000 87.574
162000 88.2931
163000 88.4549
164000 88.7766
165000 90.3701
166000 89.8352
167000 89.9606
168000 90.6071
169000 89.0075
170000 89.2705
171000 89.3536
172000 90.5885
173000 92.2089
174000 93.5342
175000 94.4727
176000 95.9526
177000 96.4034
178000 97.0373
179000 97.4221
180000 96.6266
181000 97.783
182000 99.7222
183000 99.8265
184000 100.278
185000 101.327
186000 102.608
187000 103.606
188000 102.876
189000 105.405
190000 105.875
191000 107.534
192000 106.18
193000 104.873
194000 102.981
195000 102.676
196000 102.665
197000 105.998
198000 106.205
199000 106.546
200000 106.558
201000 106.346
202000 106.841
203000 107.501
204000 108.067
205000 107.824
206000 107.78
207000 109.393
208000 108.585
209000 111.16
210000 110.659
211000 110.738
212000 111.733
213000 110.859
214000 111.964
215000 112.132
216000 112.908
217000 112.944
218000 112.791
219000 112.346
220000 113.799
221000 112.857
222000 114.215
223000 115.213
224000 116.715
225000 116.625
226000 118.857
227000 119.04
228000 118.679
229000 120.002
230000 119.756
231000 120.967
232000 123.061
233000 123.61
234000 124.496
235000 124.598
236000 125.144
237000 125.771
238000 126.529
239000 126.798
240000 127.862
241000 127.672
242000 128.319
243000 129.001
244000 126.987
245000 126.231
246000 127.016
247000 127.848
248000 129.073
249000 128.678
250000 130.614
251000 129.744
252000 129.848
253000 132.341
254000 131.955
255000 133.171
256000 133.608
257000 133.814
258000 134.041
259000 134.048
260000 133.446
261000 133.352
262000 135.695
263000 135.719
264000 134.957
265000 136.059
266000 138.433
267000 139.444
268000 140.062
269000 141.804
270000 143.814
271000 145.181
272000 146.225
273000 148.002
274000 147.93
275000 146.594
276000 144.956
277000 146.313
278000 147
279000 147.951
280000 149.231
281000 149.628
282000 150.355
283000 149.351
284000 151.401
285000 151.007
286000 151.107
287000 149.693
288000 150.78
289000 150.907
290000 150.888
291000 150.253
292000 150.195
293000 150.619
294000 153.228
295000 153.574
296000 155.859
297000 156.338
298000 155.286
299000 154.326
300000 154.455
301000 155.308
302000 154.99
303000 157.363
304000 158.146
305000 157.272
306000 156.84
307000 158.244
308000 158.05
309000 160.436
310000 159.823
311000 160.155
312000 163.272
313000 163.03
314000 164.306
315000 165.778
316000 166.954
317000 168.914
318000 167.383
319000 167.929
320000 168.546
321000 168.291
322000 168.827
323000 167.873
324000 168.929
325000 169.91
326000 168.995
327000 170.027
328000 169.911
329000 170.346
330000 172.848
331000 173.321
332000 174.704
333000 176.391
334000 177.018
335000 177.002
336000 176.356
337000 176.884
338000 177.232
339000 177.63
340000 177.797
341000 177.926
342000 178.307
343000 177.578
344000 177.569
345000 177.84
346000 178.293
347000 179.702
348000 182.722
349000 183.845
350000 185.02
351000 185.322
352000 185.526
353000 185.332
354000 186.541
355000 187.104
356000 187.201
357000 191.309
358000 191.953
359000 192.958
360000 194.327
361000 195.007
362000 194.495
363000 194.183
364000 195.144
365000 196.295
366000 197.911
367000 197.689
368000 199.402
369000 199.8
370000 200.347
371000 201.288
372000 200.338
373000 200.452
374000 201.832
375000 201.023
376000 201.252
377000 201.227
378000 202.726
379000 204.195
380000 205.098
381000 204.672
382000 205.185
383000 206.567
384000 207.481
385000 206.975
386000 208.29
387000 209.566
388000 211.4
389000 209.275
390000 209.458
391000 209.323
392000 209.702
393000 210.241
394000 210.904
395000 211.843
396000 213.166
397000 211.726
398000 212.678
399000 213.944
400000 214.503
401000 215.588
402000 216.139
403000 216.237
404000 216.494
405000 217.441
406000 218.312
407000 218.534
408000 218.306
409000 220.552
410000 220.637
411000 222.088
412000 221.971
413000 221.837
414000 222.881
415000 224.892
416000 225.207
417000 224.812
418000 223.769
419000 224.754
420000 224.919
421000 226.233
422000 227.282
423000 227.6
424000 227.379
425000 226.738
426000 225.996
427000 226.81
428000 227.599
429000 226.969
430000 227.473
431000 228.78
432000 229.051
433000 227.818
434000 227.724
435000 228.692
436000 228.935
437000 229.858
438000 229.651
439000 230.588
440000 232.055
441000 232.989
442000 233.99
443000 235.348
444000 235.852
445000 237.653
446000 238.467
447000 238.493
448000 240.271
449000 242.74
450000 242.415
451000 243.61
452000 241.878
453000 241.992
454000 242.247
455000 242.055
456000 242.686
457000 244.173
458000 244.153
459000 243.908
460000 244.848
461000 246.187
462000 246.375
463000 244.517
464000 244.873
465000 247.147
466000 247.75
467000 249.201
468000 250.262
469000 251.862
470000 253.039
471000 254.869
472000 256.014
473000 256.531
474000 256.395
475000 257.013
476000 259.732
477000 259.849
478000 259.749
479000 259.708
480000 259.573
481000 260.728
482000 260.152
483000 261.489
484000 261.194
485000 262.763
486000 261.333
487000 260.658
488000 262.92
489000 263.882
490000 263.878
491000 266.791
492000 265.531
493000 267.148
494000 267.319
495000 268.353
496000 268.136
497000 267.198
498000 268.68
499000 270.661
500000 270.706
501000 272.76
502000 273.313
503000 272.73
504000 272.9
505000 274.062
506000 275.504
507000 278.074
508000 279.487
509000 279.227
510000 279.596
511000 280.976
512000 281.863
513000 280.274
514000 280.611
515000 281.551
516000 281.873
517000 281.782
518000 281.224
519000 282.2
520000 283.836
521000 284.302
522000 284.017
523000 283.014
524000 284.012
525000 285.074
526000 285.121
527000 285.522
528000 284.587
529000 285.318
530000 286.512
531000 287.464
532000 288.571
533000 287.814
534000 288.408
535000 289.344
536000 289.872
537000 290.035
538000 290.849
539000 290.562
540000 290.732
541000 292.253
542000 292.81
543000 292.432
544000 292.811
545000 293.409
546000 295.278
547000 294.428
548000 295.435
549000 295.485
550000 294.689
551000 295.976
552000 295.577
553000 293.351
554000 294.639
555000 296.475
556000 298.044
557000 298.842
558000 299.968
559000 301.578
560000 300.885
561000 300.303
562000 301.447
563000 302.769
564000 302.148
565000 302.98
566000 304.981
567000 305.977
568000 307.87
569000 308.382
570000 310.358
571000 311.357
572000 311.133
573000 310.662
574000 311.067
575000 309.934
576000 310.204
577000 311.013
578000 312.049
579000 312.738
580000 311.351
581000 313.827
582000 312.823
583000 314.297
584000 313.375
585000 315.748
586000 318.56
587000 319.072
588000 317.144
589000 317.822
590000 320.193
591000 320.156
592000 319.936
593000 319.128
594000 319.745
595000 320.6
596000 320.12
597000 320.302
598000 322.84
599000 323.21
600000 323.982
601000 324.343
602000 324.989
603000 325.934
604000 327.265
605000 326.134
606000 326.522
607000 327.053
608000 326.166
609000 328.736
610000 329.285
611000 328.59
612000 328.535
613000 328.078
614000 330.331
615000 329.597
616000 330.4
617000 330.293
618000 330.535
619000 332.276
620000 331.032
621000 330.744
622000 331.405
623000 333.609
624000 334.289
625000 334.398
626000 335.934
627000 336.201
628000 338.221
629000 337.883
630000 336.06
631000 336.18
632000 336.7
633000 337.867
634000 336.994
635000 337.067
636000 337.086
637000 337.781
638000 338.528
639000 337.187
640000 334.864
641000 335.381
642000 335.758
643000 335.706
644000 336.904
645000 339.128
646000 341.127
647000 339.709
648000 342.789
649000 344.275
650000 345.033
651000 344.679
652000 345.463
653000 346.536
654000 346.686
655000 347.681
656000 347.7
657000 348.442
658000 349.517
659000 349.678
660000 350.509
661000 349.705
662000 350.151
663000 351.296
664000 352.397
665000 353.666
666000 355.054
667000 354.929
668000 355.584
669000 356.335
670000 357.993
671000 358.228
672000 359.443
673000 359.18
674000 359.22
675000 360.911
676000 359.173
677000 360.671
678000 361.679
679000 361.937
680000 361.122
681000 362.02
682000 362.176
683000 360.698
684000 361.505
685000 363.505
686000 363.684
687000 364.784
688000 365.239
689000 366.089
690000 365.75
691000 365.933
692000 366.826
693000 366.889
694000 365.69
695000 369.02
696000 368.466
697000 369.245
698000 370.622
699000 372.32
700000 372.697
701000 371.984
702000 371.981
703000 372.232
704000 374.173
705000 372.311
706000 372
707000 374.753
708000 374.507
709000 375.654
710000 376.144
711000 375.582
712000 375.399
713000 375.34
714000 376.161
715000 376.66
716000 376.985
717000 377.538
718000 378.036
719000 378.494
720000 379.76
721000 381.641
722000 382.654
723000 380.621
724000 380.915
725000 380.697
726000 383.015
727000 383.838
728000 384.019
729000 383.884
730000 384.701
731000 385.181
732000 385.236
733000 384.546
734000 385.277
735000 385.128
736000 384.417
737000 384.994
738000 385.297
739000 386.038
740000 387.211
741000 387.901
742000 387.643
743000 387.198
744000 388.725
745000 390.959
746000 390.365
747000 391.082
748000 393.542
749000 393.952
750000 394.267
751000 395.189
752000 395.228
753000 394.753
754000 395.842
755000 396.233
756000 397.013
757000 395.471
758000 397.173
759000 396.577
760000 397.367
761000 399.432
762000 400.24
763000 400.022
764000 399.177
765000 398.322
766000 397.666
767000 399.66
768000 399.44
769000 400.714
770000 402.453
771000 401.845
772000 401.858
773000 404.611
774000 405.348
775000 405.312
776000 404.597
777000 404.153
778000 405.027
779000 408.473
780000 409.356
781000 409.097
782000 408.214
783000 409.183
784000 410.27
785000 410.213
786000 411.937
787000 411.443
788000 412.305
789000 414.313
790000 413.492
791000 413.983
792000 413.872
793000 414.159
794000 414.38
795000 415.675
796000 416.829
797000 416.644
798000 418.916
799000 420.656
800000 421.337
801000 421.029
802000 422.504
803000 422.68
804000 423.168
805000 426.364
806000 425.533
807000 426.724
808000 427.237
809000 426.638
810000 426.572
811000 427.055
812000 429.699
813000 429.599
814000 429.717
815000 430.835
816000 431.932
817000 434.186
818000 432.969
819000 434.648
820000 437.254
821000 435.536
822000 437.81
823000 438.713
824000 439.915
825000 438.83
826000 439.033
827000 441.728
828000 441.824
829000 443.224
830000 442.63
831000 441.752
832000 440.65
833000 441.912
834000 442.791
835000 443.896
836000 442.724
837000 444.207
838000 444.976
839000 444.849
840000 445.921
841000 447.475
842000 447.408
843000 448.778
844000 448.66
845000 449.453
846000 448.417
847000 449.792
848000 448.544
849000 449.781
850000 451.265
851000 451.844
852000 452.538
853000 453.96
854000 453.338
855000 453.725
856000 453.475
857000 453.145
858000 452.471
859000 454.956
860000 455.723
861000 454.439
862000 453.559
863000 455.245
864000 455.314
865000 457.685
866000 457.003
867000 458.865
868000 461.303
869000 459.772
870000 460.752
871000 462.055
872000 463.8
873000 464.89
874000 466.113
875000 466.183
876000 467.422
877000 468.59
878000 469.635
879000 471.892
880000 474.537
881000 475.333
882000 476.484
883000 478.138
884000 476.851
885000 478.809
886000 479.291
887000 481.073
888000 480.604
889000 480.058
890000 480.42
891000 482.841
892000 482.477
893000 483.514
894000 483.845
895000 484.935
896000 483.891
897000 484.853
898000 485.669
899000 486.792
900000 487.718
901000 488.149
902000 488.399
903000 489.093
904000 489.251
905000 489.965
906000 488.655
907000 488.341
908000 488.811
909000 489.556
910000 489.518
911000 491.507
912000 492.691
913000 493.542
914000 493.077
915000 494.533
916000 494.896
917000 495.445
918000 496.381
919000 496.392
920000 495.973
921000 494.483
922000 496.405
923000 499.383
924000 500.602
925000 502.231
926000 501.815
927000 504.322
928000 505.956
929000 506.089
930000 506.512
931000 507.248
932000 507.592
933000 508.991
934000 508.557
935000 510.792
936000 510.091
937000 510.522
938000 509.071
939000 510.629
940000 509.977
941000 510.634
942000 511.384
943000 512.522
944000 513.779
945000 513.824
946000 512.636
947000 514.903
948000 515.945
949000 517.272
950000 518.964
951000 517.717
952000 519.642
953000 520.481
954000 521.85
955000 521.249
956000 521.995
957000 522.015
958000 522.54
959000 523.769
960000 526.542
961000 528.294
962000 530.438
963000 532.65
964000 533.099
965000 532.248
966000 532.869
967000 533.773
968000 534.953
969000 537.99
970000 539.504
971000 538.309
972000 537.762
973000 538.976
974000 539.648
975000 540.634
976000 540.177
977000 541.405
978000 539.293
979000 540.512
980000 542.821
981000 542.156
982000 541.93
983000 543.317
984000 541.819
985000 543.602
986000 542.519
987000 541.523
988000 543.58
989000 543.55
990000 542.819
991000 542.145
992000 542.868
993000 542.203
994000 541.915
995000 542.05
996000 543.155
997000 542.965
998000 544.246
999000 544.492
1000000 546.169
1001000 546.269
1002000 545.534
1003000 546.262
1004000 546.595
1005000 546.447
1006000 544.931
1007000 545.525
1008000 547.839
1009000 547.966
1010000 548.851
1011000 549.858
1012000 549.56
1013000 550.878
1014000 552.748
1015000 552.614
1016000 553.135
1017000 554.289
1018000 555.194
1019000 556.144
1020000 557.865
1021000 558.55
1022000 559.489
1023000 561.01
1024000 561.54
1025000 561.659
1026000 563.871
1027000 564.232
1028000 566.583
1029000 566.881
1030000 566.775
